"city","burrito_count","taco_count","burrito_to_taco_ratio"
East Grand Forks,1,1,1.0
San Jacinto,5,5,1.0
Santa Clara,17,17,1.0
Santa Paula,1,1,1.0
Sapulpa,1,1,1.0
Saratoga,5,5,1.0
Sayville,1,1,1.0
Schenectady,3,3,1.0
Saline,1,1,1.0
San Angelo,11,11,1.0
Rural Hall,1,1,1.0
Rutherford,1,1,1.0
Saint Augustine,11,11,1.0
Punta Gorda,1,1,1.0
Pulaski,2,2,1.0
Rancho Santa Fe,2,2,1.0
Randolph,8,8,1.0
Ranson,3,3,1.0
Red Bluff,1,1,1.0
Redford,1,1,1.0
Rosemead,5,5,1.0
Rosenberg,1,1,1.0
Romeo,1,1,1.0
Rodeo,2,2,1.0
Rockaway,1,1,1.0
Ridgefield,3,3,1.0
Ripon,1,1,1.0
Rochelle,2,2,1.0
River Falls,1,1,1.0
Riverbank,1,1,1.0
Pawcatuck,1,1,1.0
Paragould,8,8,1.0
Pacific Grove,6,6,1.0
Owosso,1,1,1.0
Pacific,1,1,1.0
Palatine,14,14,1.0
Palisades,5,5,1.0
Oakley,1,1,1.0
Ooltewah,5,5,1.0
Omak,1,1,1.0
Oroville,1,1,1.0
Porter Ranch,6,6,1.0
Ponte Vedra Beach,7,7,1.0
Port Arthur,13,13,1.0
Pocono Pines,1,1,1.0
Pinole,1,1,1.0
Piqua,1,1,1.0
Pittsboro,2,2,1.0
Pella,1,1,1.0
Pearl City,1,1,1.0
Villa Park,4,4,1.0
Vincennes,2,2,1.0
Vashon,1,1,1.0
Valley Village,2,2,1.0
West Grove,2,2,1.0
West Haven,1,1,1.0
West Columbia,2,2,1.0
Wheat Ridge,6,6,1.0
Westminster,39,39,1.0
Wabash,1,1,1.0
Wappingers Falls,1,1,1.0
Watertown,7,7,1.0
Watsonville,4,4,1.0
Stinson Beach,1,1,1.0
Statesville,1,1,1.0
Sturbridge,2,2,1.0
Spencer,1,1,1.0
Telluride,2,2,1.0
Tarrytown,5,5,1.0
Stuart,5,5,1.0
Sunderland,1,1,1.0
Siloam Springs,1,1,1.0
Silver City,1,1,1.0
Skowhegan,1,1,1.0
Sioux City,20,20,1.0
Sisters,1,1,1.0
South Pasadena,11,11,1.0
Souderton,6,6,1.0
Shelton,5,5,1.0
Sewickley,1,1,1.0
Sebastian,1,1,1.0
Schiller Park,1,1,1.0
Youngsville,2,2,1.0
Yountville,3,3,1.0
Woods Hole,1,1,1.0
Worcester,5,5,1.0
Wrentham,1,1,1.0
Zephyr Cove,4,4,1.0
Williamsburg,13,13,1.0
White Plains,15,15,1.0
Willow Springs,1,1,1.0
Winnemucca,1,1,1.0
Winthrop,6,6,1.0
Winnsboro,1,1,1.0
Oklahoma City,125,126,0.9920634920634921
Springfield,113,114,0.9912280701754386
Indianapolis,156,159,0.9811320754716981
Fontana,80,82,0.975609756097561
Baldwin Park,40,41,0.975609756097561
Boise,76,78,0.9743589743589743
Mission Viejo,38,39,0.9743589743589743
Huntington Beach,124,128,0.96875
Duluth,27,28,0.9642857142857143
Thousand Oaks,54,56,0.9642857142857143
Decatur,25,26,0.9615384615384616
Cumming,23,24,0.9583333333333334
Beaumont,40,42,0.9523809523809523
Rehoboth Beach,20,21,0.9523809523809523
Campbell,18,19,0.9473684210526315
Germantown,18,19,0.9473684210526315
Hialeah,16,17,0.9411764705882353
Casa Grande,16,17,0.9411764705882353
Panama City,16,17,0.9411764705882353
Redlands,45,48,0.9375
Downey,30,32,0.9375
Edgewater,15,16,0.9375
Manhattan,15,16,0.9375
Midland,14,15,0.9333333333333333
Elkhart,14,15,0.9333333333333333
Coachella,13,14,0.9285714285714286
Compton,13,14,0.9285714285714286
La Quinta,26,28,0.9285714285714286
Rochester,64,69,0.927536231884058
Fort Lauderdale,38,41,0.926829268292683
Colton,25,27,0.9259259259259259
Bergenfield,12,13,0.9230769230769231
Redmond,12,13,0.9230769230769231
Montclair,35,38,0.9210526315789473
Diamond Bar,23,25,0.92
Vienna,23,25,0.92
Brooklyn,339,369,0.9186991869918699
Sierra Vista,11,12,0.9166666666666666
Santa Rosa,44,48,0.9166666666666666
Baltimore,65,71,0.9154929577464789
Tallahassee,54,59,0.9152542372881356
High Point,32,35,0.9142857142857143
Carlsbad,63,69,0.9130434782608695
Independence,41,45,0.9111111111111111
Kent,20,22,0.9090909090909091
Ladera Ranch,20,22,0.9090909090909091
Dover,30,33,0.9090909090909091
Commack,10,11,0.9090909090909091
Spring Hill,20,22,0.9090909090909091
Streamwood,10,11,0.9090909090909091
Hendersonville,28,31,0.9032258064516129
Kannapolis,36,40,0.9
Newbury Park,36,40,0.9
Arnold,9,10,0.9
Apple Valley,9,10,0.9
The Colony,9,10,0.9
Waco,18,20,0.9
West Hempstead,9,10,0.9
San Francisco,522,582,0.8969072164948454
Ontario,69,77,0.8961038961038961
Rockford,17,19,0.8947368421052632
Capitola,17,19,0.8947368421052632
Englewood,17,19,0.8947368421052632
Greensboro,17,19,0.8947368421052632
North Hollywood,33,37,0.8918918918918919
Moreno Valley,48,54,0.8888888888888888
Midlothian,16,18,0.8888888888888888
Manchester,16,18,0.8888888888888888
Altadena,8,9,0.8888888888888888
Okemos,8,9,0.8888888888888888
University Place,16,18,0.8888888888888888
Springville,8,9,0.8888888888888888
South Hadley,8,9,0.8888888888888888
Albuquerque,246,277,0.8880866425992779
Sherman Oaks,31,35,0.8857142857142857
Van Nuys,23,26,0.8846153846153846
Portland,268,303,0.8844884488448845
Kerrville,22,25,0.88
Leitchfield,7,8,0.875
North Brunswick,7,8,0.875
Alamo,21,24,0.875
Altamonte Springs,7,8,0.875
Cartersville,7,8,0.875
Elk Grove,28,32,0.875
Deerfield,7,8,0.875
Pottstown,7,8,0.875
Pleasant Hill,7,8,0.875
San Dimas,7,8,0.875
Urbandale,7,8,0.875
Seaford,7,8,0.875
Solana Beach,35,40,0.875
Woodside,14,16,0.875
Alhambra,41,47,0.8723404255319149
Encinitas,34,39,0.8717948717948718
Elkton,13,15,0.8666666666666667
Wake Forest,13,15,0.8666666666666667
Pico Rivera,26,30,0.8666666666666667
Riverside,141,163,0.8650306748466258
Rome,19,22,0.8636363636363636
Seal Beach,38,44,0.8636363636363636
Lansing,19,22,0.8636363636363636
Denver,227,264,0.8598484848484849
Cupertino,6,7,0.8571428571428571
Gastonia,18,21,0.8571428571428571
Carson,30,35,0.8571428571428571
Canton,18,21,0.8571428571428571
Glen Oaks,6,7,0.8571428571428571
Lexington,42,49,0.8571428571428571
Longmont,12,14,0.8571428571428571
Silver Spring,12,14,0.8571428571428571
Radford,12,14,0.8571428571428571
Woodhaven,6,7,0.8571428571428571
Overland Park,23,27,0.8518518518518519
Cypress,46,54,0.8518518518518519
Manhattan Beach,33,39,0.8461538461538461
Sioux Falls,48,57,0.8421052631578947
Lakewood,31,37,0.8378378378378378
Redondo Beach,72,86,0.8372093023255814
Las Vegas,297,355,0.8366197183098592
Glen Rose,5,6,0.8333333333333334
Milpitas,15,18,0.8333333333333334
Del Rio,10,12,0.8333333333333334
Diberville,10,12,0.8333333333333334
Early,5,6,0.8333333333333334
Centereach,10,12,0.8333333333333334
Alcoa,10,12,0.8333333333333334
Redding,5,6,0.8333333333333334
Rockland,5,6,0.8333333333333334
Sparks,25,30,0.8333333333333334
Taylor,10,12,0.8333333333333334
Uvalde,5,6,0.8333333333333334
Norwalk,53,64,0.828125
Temecula,86,104,0.8269230769230769
South Lake Tahoe,43,52,0.8269230769230769
Riverdale,19,23,0.8260869565217391
Stanton,14,17,0.8235294117647058
Wallingford,14,17,0.8235294117647058
Wilmington,56,68,0.8235294117647058
Lynnwood,14,17,0.8235294117647058
Lemon Grove,28,34,0.8235294117647058
North Las Vegas,46,56,0.8214285714285714
Winter Park,32,39,0.8205128205128205
San Bernardino,72,88,0.8181818181818182
Oswego,9,11,0.8181818181818182
Morristown,9,11,0.8181818181818182
Loma Linda,9,11,0.8181818181818182
Greenwich,9,11,0.8181818181818182
East Brunswick,9,11,0.8181818181818182
Crested Butte,9,11,0.8181818181818182
Sacramento,159,195,0.8153846153846154
Albany,22,27,0.8148148148148148
Hemet,22,27,0.8148148148148148
Sun City,13,16,0.8125
Chesapeake,30,37,0.8108108108108109
Haverhill,17,21,0.8095238095238095
Smyrna,21,26,0.8076923076923077
Payson,21,26,0.8076923076923077
Upland,54,67,0.8059701492537313
Hermosa Beach,41,51,0.803921568627451
Hamden,8,10,0.8
Key West,4,5,0.8
Lufkin,16,20,0.8
Nashville,44,55,0.8
Beverly Hills,20,25,0.8
Douglasville,4,5,0.8
Clinton Township,4,5,0.8
Easley,4,5,0.8
Frederick,8,10,0.8
Wheatland,4,5,0.8
Suwanee,8,10,0.8
Sycamore,4,5,0.8
O Fallon,4,5,0.8
Youngstown,8,10,0.8
Pasadena,121,152,0.7960526315789473
Dublin,31,39,0.7948717948717948
Montebello,27,34,0.7941176470588235
Lake Elsinore,50,63,0.7936507936507936
Los Angeles,699,882,0.7925170068027211
Anderson,19,24,0.7916666666666666
Victorville,19,24,0.7916666666666666
Oceanside,105,133,0.7894736842105263
Portsmouth,37,47,0.7872340425531915
Ormond Beach,11,14,0.7857142857142857
Renton,11,14,0.7857142857142857
Aliso Viejo,11,14,0.7857142857142857
Richmond,40,51,0.7843137254901961
Irvine,95,122,0.7786885245901639
Lawrenceville,7,9,0.7777777777777778
Harrisonburg,21,27,0.7777777777777778
Amherst,7,9,0.7777777777777778
Deerfield Beach,7,9,0.7777777777777778
Corsicana,7,9,0.7777777777777778
El Centro,14,18,0.7777777777777778
Waldorf,7,9,0.7777777777777778
Valley Cottage,7,9,0.7777777777777778
Southgate,14,18,0.7777777777777778
Scottsbluff,7,9,0.7777777777777778
Windsor,7,9,0.7777777777777778
Falls Church,24,31,0.7741935483870968
Easton,17,22,0.7727272727272727
Melbourne,17,22,0.7727272727272727
Sedona,17,22,0.7727272727272727
San Clemente,34,44,0.7727272727272727
San Juan Capistrano,10,13,0.7692307692307693
West Covina,30,39,0.7692307692307693
Newport News,10,13,0.7692307692307693
Newark,20,26,0.7692307692307693
La Canada Flintridge,10,13,0.7692307692307693
Allston,10,13,0.7692307692307693
Ankeny,10,13,0.7692307692307693
Bixby,10,13,0.7692307692307693
Anaheim,106,138,0.7681159420289855
La Mesa,86,112,0.7678571428571429
Whittier,62,81,0.7654320987654321
Toledo,13,17,0.7647058823529411
Burlingame,13,17,0.7647058823529411
Conyers,13,17,0.7647058823529411
Azusa,47,62,0.7580645161290323
Salt Lake City,108,143,0.7552447552447552
Sauk City,3,4,0.75
Rockville,21,28,0.75
Red Bank,6,8,0.75
Prescott,3,4,0.75
Palm Bay,9,12,0.75
Petal,6,8,0.75
Vail,3,4,0.75
Shallotte,6,8,0.75
Sylva,3,4,0.75
Sunland,6,8,0.75
Alvin,12,16,0.75
Aptos,18,24,0.75
Arlington Heights,3,4,0.75
Alamosa,9,12,0.75
Bismarck,3,4,0.75
Beeville,6,8,0.75
Center Valley,3,4,0.75
Champlin,3,4,0.75
Campbellsville,12,16,0.75
Corte Madera,9,12,0.75
Cromwell,6,8,0.75
Dubuque,3,4,0.75
El Cerrito,3,4,0.75
East Wareham,6,8,0.75
Flemington,6,8,0.75
La Jolla,84,112,0.75
Kokomo,6,8,0.75
Lake Wales,6,8,0.75
Hutto,6,8,0.75
Greenport,3,4,0.75
Northfield,3,4,0.75
Manassas,15,20,0.75
Marlboro,3,4,0.75
Marlborough,3,4,0.75
Macedonia,6,8,0.75
Stockton,35,47,0.7446808510638298
Frankfort,20,27,0.7407407407407407
Mesa,57,77,0.7402597402597403
New York,459,623,0.7367576243980738
San Diego,819,1115,0.7345291479820628
Chicago,498,679,0.7334315169366715
Carthage,11,15,0.7333333333333333
Lebanon,11,15,0.7333333333333333
Irving,33,45,0.7333333333333333
Pooler,11,15,0.7333333333333333
Reno,62,85,0.7294117647058823
Portage,8,11,0.7272727272727273
Orland Park,8,11,0.7272727272727273
Orlando,64,88,0.7272727272727273
Olive Branch,8,11,0.7272727272727273
Lewiston,8,11,0.7272727272727273
Calimesa,8,11,0.7272727272727273
Brooksville,8,11,0.7272727272727273
Flint,8,11,0.7272727272727273
Redwood City,37,51,0.7254901960784313
Plymouth,13,18,0.7222222222222222
Walnut Creek,31,43,0.7209302325581395
Longview,18,25,0.72
Marina Del Rey,28,39,0.717948717948718
Laguna Beach,45,63,0.7142857142857143
El Dorado Hills,5,7,0.7142857142857143
Coppell,5,7,0.7142857142857143
California,5,7,0.7142857142857143
Westfield,5,7,0.7142857142857143
Vallejo,15,21,0.7142857142857143
Steamboat Springs,15,21,0.7142857142857143
Poway,5,7,0.7142857142857143
Olathe,10,14,0.7142857142857143
Park City,5,7,0.7142857142857143
Raynham,10,14,0.7142857142857143
Rancho Cucamonga,65,91,0.7142857142857143
Rockledge,5,7,0.7142857142857143
Scarsdale,5,7,0.7142857142857143
Emeryville,17,24,0.7083333333333334
Hollywood,29,41,0.7073170731707317
Rialto,29,41,0.7073170731707317
Charlotte,118,167,0.7065868263473054
Ocala,12,17,0.7058823529411765
Sterling,12,17,0.7058823529411765
Davenport,19,27,0.7037037037037037
Mount Pleasant,19,27,0.7037037037037037
Chino Hills,40,57,0.7017543859649122
Butler,7,10,0.7
Nacogdoches,7,10,0.7
New Rochelle,7,10,0.7
Hoboken,7,10,0.7
Hoffman Estates,7,10,0.7
Peoria,63,90,0.7
Reedley,14,20,0.7
Saint Robert,7,10,0.7
Atlanta,144,206,0.6990291262135923
Vista,51,73,0.6986301369863014
Seattle,174,250,0.696
Mountain View,32,46,0.6956521739130435
Charlottesville,25,36,0.6944444444444444
Sunnyvale,34,49,0.6938775510204082
Torrance,43,62,0.6935483870967742
Saint Charles,9,13,0.6923076923076923
Santa Ana,117,169,0.6923076923076923
Chester,9,13,0.6923076923076923
Bradenton,9,13,0.6923076923076923
Aspen,9,13,0.6923076923076923
Aiken,9,13,0.6923076923076923
Algonquin,9,13,0.6923076923076923
Melvindale,9,13,0.6923076923076923
Camarillo,40,58,0.6896551724137931
Champaign,20,29,0.6896551724137931
Omaha,51,74,0.6891891891891891
Wichita,31,45,0.6888888888888889
